"","color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"532","red",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5
"2954","white",7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
"4516","white",6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,6
"305","red",8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5
"1112","red",5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7
"1926","white",7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,6
"1051","red",7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5
"1807","white",10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,4
"4864","white",5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6
"5684","white",6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
"864","red",7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5
"5616","white",7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5
"3216","white",6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6
"4993","white",8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,6
"3273","white",6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5
"5669","white",6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
"4917","white",5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,6
"4994","white",6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,5
"1095","red",6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
"3639","white",8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
"2732","white",6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1,5
"5053","white",5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
"1641","white",6.7,0.24,0.39,2.9,0.173,63,157,0.9937,3.1,0.34,9.4,6
"3208","white",6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5
"474","red",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5
"2626","white",6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6
"5849","white",5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
"3747","white",6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,5
"1001","red",7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7
"5503","white",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6
"1062","red",9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8
"3732","white",7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6
"2177","white",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
"3737","white",7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
"2309","white",6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5
"1085","red",7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6
"2459","white",6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,5
"3261","white",6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6
"1397","red",8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5
"6223","white",6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6
"3530","white",9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6
"3082","white",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6
"6462","white",5.9,0.22,0.3,1.3,0.052,42,86,0.99069,3.31,0.47,11.55,6
"4612","white",6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2,6
"516","red",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5
"4425","white",6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,6
"2897","white",7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
"5101","white",6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
"2271","white",6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6
"2042","white",6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8
"6287","white",6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6
"3247","white",7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7
"6490","white",6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6
"5370","white",7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4
"6439","white",5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4
"2194","white",6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5
"196","red",7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4,5
"2247","white",7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6
"2129","white",5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2,6
"2207","white",7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5
"3755","white",7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,5
"1866","white",6.9,0.32,0.26,8.3,0.053,32,180,0.9965,3.25,0.51,9.2,6
"1838","white",7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7
"3658","white",7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5
"5769","white",6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7
"1467","red",7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,7
"928","red",8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4
"34","red",6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6
"1419","red",7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,5
"5089","white",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
"2733","white",8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,5
"4190","white",6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1,6
"1326","red",6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
"2776","white",6.3,0.32,0.35,11.1,0.039,29,198,0.9984,3.36,0.5,9.4,7
"758","red",8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,5
"5824","white",5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
"326","red",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6
"6068","white",6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6
"3415","white",6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6
"3949","white",7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,5
"3309","white",6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5
"1152","red",6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6
"217","red",8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,5
"1034","red",7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6
"2205","white",6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6
"5694","white",6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
"5927","white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
"4619","white",7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,6
"2955","white",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
"1161","red",10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,7
"5795","white",7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
"5635","white",6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
"1019","red",8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
"689","red",7.7,0.66,0.04,1.6,0.039,4,9,0.9962,3.4,0.47,9.4,5
"4260","white",6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6
"1842","white",7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7
"2645","white",7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5,5
"3623","white",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
"3305","white",6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6
"1748","white",6.3,0.34,0.33,4.6,0.034,19,80,0.9917,3.38,0.58,12,7
"4645","white",5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9,6
"3793","white",7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6
"1757","white",6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
"3879","white",7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5
"5879","white",6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6
"3905","white",7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7
"3875","white",7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,4
"3220","white",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7
"6367","white",6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7
"4689","white",6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7
"3133","white",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6
"5242","white",6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
"2665","white",8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
"4049","white",6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
"2232","white",6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6
"364","red",12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5
"6460","white",6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
"310","red",7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6
"6444","white",4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6
"4388","white",6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,5
"762","red",9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,5
"2802","white",6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9,5
"2813","white",5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6
"2022","white",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
"5324","white",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6
"6035","white",6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.3333333333333,6
"5997","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"4214","white",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
"1935","white",6.3,0.23,0.3,1.8,0.033,16,91,0.9906,3.28,0.4,11.8,6
"3733","white",8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
"3524","white",7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4
"3945","white",8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6
"3575","white",6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6
"4731","white",6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5
"881","red",9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5
"4598","white",6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,7
"4001","white",9.2,0.16,0.49,2,0.044,18,107,0.99514,3.1,0.53,10.2,4
"4798","white",6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11,7
"3189","white",7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6
"578","red",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5
"5870","white",6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,6
"6383","white",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
"6034","white",7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6
"5164","white",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"2806","white",7,0.26,0.46,15.55,0.037,61,171,0.9986,2.94,0.35,8.8,6
"3275","white",6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5
"323","red",7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5
"102","red",7.8,0.5,0.3,1.9,0.075,8,22,0.9959,3.31,0.56,10.4,6
"3587","white",8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5
"3120","white",8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6
"6148","white",6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5
"1253","red",7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5
"2413","white",6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6
"6100","white",7.8,0.27,0.33,2.4,0.053,36,175,0.992,3.2,0.55,11,6
"5307","white",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6
"4894","white",7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
"5606","white",5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,6
"3391","white",6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5
"1525","red",6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6
"5248","white",7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
"974","red",8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5
"1275","red",7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6
"604","red",13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,6
"5481","white",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"5201","white",6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
"5559","white",5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
"2918","white",6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6
"4053","white",6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6
"2846","white",8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,7
"1206","red",7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
"3953","white",7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,7
"6268","white",6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7
"2605","white",6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6
"1266","red",7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6
"2841","white",7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7
"1727","white",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
"2069","white",7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6,5
"1148","red",10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7
"5309","white",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5
"2939","white",8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6
"3069","white",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
"5220","white",6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
"3389","white",7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7
"259","red",7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5
"4787","white",6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7
"6271","white",4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,5
"4742","white",7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6
"1455","red",11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6
"1175","red",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
"2591","white",8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,4
"3048","white",7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6
"3387","white",7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7
"5625","white",6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,6
"2892","white",6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6
"4517","white",7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7
"1701","white",7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5
"6220","white",6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6
"6196","white",6.7,0.53,0.29,4.3,0.069,20,114,0.99014,3.22,0.59,13.4,6
"6083","white",5.8,0.28,0.18,1.2,0.058,7,108,0.99288,3.23,0.58,9.55,4
"2264","white",7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6
"1029","red",7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6
"3570","white",8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6
"3008","white",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"6331","white",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
"2428","white",7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7
"3350","white",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
"4154","white",6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
"3156","white",7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6
"1801","white",7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5
"4963","white",6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6
"6003","white",5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,5
"6063","white",6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6
"1671","white",6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5
"2374","white",9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9
"623","red",10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5
"3996","white",8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5
"2001","white",6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5
"4274","white",7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7
"1560","red",7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5
"1769","white",9.8,0.42,0.48,9.85,0.034,5,110,0.9958,2.87,0.29,10,5
"4016","white",7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1,6
"1934","white",5.6,0.26,0.26,5.7,0.031,12,80,0.9923,3.25,0.38,10.8,5
"1500","red",6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
"6396","white",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
"1775","white",6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6
"2028","white",7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5
"605","red",8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6
"165","red",7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5
"6187","white",8,0.33,0.35,10,0.035,22,108,0.99457,3.12,0.36,11.6,6
"3024","white",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
"2019","white",7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,6
"4901","white",5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
"4797","white",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6
"544","red",11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6
"2341","white",5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6
"3595","white",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"535","red",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6
"2117","white",7.4,0.15,0.42,1.7,0.045,49,154,0.992,3,0.6,10.4,6
"3334","white",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
"1044","red",9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7
"4925","white",6.8,0.25,0.28,5,0.035,42,126,0.99048,3.12,0.38,12.6,7
"4769","white",5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
"376","red",11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7
"4891","white",5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
"4895","white",6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,5
"3515","white",7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7
"6398","white",5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3,5
"173","red",8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6
"2201","white",7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6
"601","red",8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4
"5491","white",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5
"4671","white",6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,7
"4226","white",8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7
"6489","white",4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
"1529","red",7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6
"5333","white",6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6
"5480","white",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
"2053","white",6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7
"2979","white",6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6
"3893","white",7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6,7
"2828","white",9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6
"1139","red",7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5
"6132","white",5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
"13","red",5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9,5
"6088","white",6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6
"712","red",8.9,0.565,0.34,3,0.093,16,112,0.9998,3.38,0.61,9.5,5
"6475","white",7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6
"2810","white",9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,6
"935","red",6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5
"1839","white",6.2,0.25,0.21,15.55,0.039,28,159,0.9982,3.48,0.64,9.6,6
"613","red",7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,6
"3631","white",7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5
"5483","white",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6
"4990","white",6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6
"2740","white",8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
"1636","white",6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,5
"5136","white",7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
"1930","white",6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8
"6060","white",6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
"2542","white",5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7
"1947","white",6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,6
"6024","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
"494","red",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
"2097","white",6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
"5224","white",6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
"4357","white",5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,5
"2004","white",6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6
"4882","white",6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7
